x,y
801.3895,997.0027
793.1207,992.86896
796.51996,998.3153
787.31494,997.2462
785.9537,1002.72614
784.8234,1002.4779
772.8085,996.46716
781.04767,995.22723
770.0453,988.14825
777.0638,991.2151
771.90344,986.04474
772.3194,991.49915
778.9428,987.9187
776.78467,988.8422
768.99506,986.14276
776.523,997.796
778.80334,994.8747
777.6419,995.5979
773.443,993.65924
771.64435,996.1822
784.57135,998.7175
777.3536,994.98737
781.28937,992.86383
771.29614,994.46204
765.2426,996.16437
767.8991,975.2404
800.02924,936.7905
784.2532,945.0495
681.72266,872.4001
681.97107,882.84094
696.7047,882.2574
697.6458,893.57965
665.4037,865.93024
787.64825,885.19684
792.8484,910.13336
757.0179,908.0853
748.4723,925.3703
675.3499,984.3194
725.80493,1010.3934
733.0536,1003.616
756.9615,999.114
775.71185,1013.5533
795.8801,996.3857
827.75885,1000.7072
834.4194,1005.70496
842.84534,1008.5842
839.27686,1006.6213
820.36017,1000.7228
838.7293,1000.3404
804.22424,985.2851
815.8153,983.47394
825.5854,984.23145
813.7545,997.9395
798.97723,989.7999
839.02094,996.4855
833.4719,1002.80817
850.1447,990.22003
860.60223,1002.5364
770.479,996.53625
801.2141,794.7665
811.70245,985.7764
797.26483,997.1499
810.71466,1006.62366
805.39264,1002.3616
798.8041,996.1443
798.6344,997.58
798.34375,995.94995
806.3578,993.9341
780.41455,994.68787
793.69324,983.81647
803.36224,979.13434
807.83777,976.4813
802.8508,979.0291
795.4429,975.88165
780.3286,977.7697
769.7482,978.7668
765.0484,984.16284
772.2431,979.1622
775.16235,975.26624
821.1188,988.9262
813.5157,965.3428
801.66034,951.2396
794.494,938.7554
805.77716,940.86176
800.9763,952.3501
798.43115,950.60425
827.5086,966.99493
819.072,969.5139
800.9416,953.48
796.0298,959.81964
864.76636,758.1486
765.3449,933.55884
784.72406,966.95465
796.41,962.609
793.07745,962.785
801.48083,978.19763
792.9614,968.34344
789.28046,969.366
788.1791,970.47205
761.54944,974.45996
811.6077,803.9301
755.4596,946.93225
753.3121,957.31537
768.38513,958.13464
761.3016,958.15015
767.6816,960.96564
755.00995,966.1762
832.9866,732.13293
746.60504,924.3267
749.84674,943.8045
778.0794,953.25653
794.1779,963.27405
829.08624,978.9136
801.64294,966.2216
798.732,972.18463
796.28656,970.0927
811.6759,801.52277
858.4335,752.01465
809.11176,735.3883
716.8784,721.0086
914.3501,749.2549
800.4075,770.04816
779.00977,937.7817
763.9408,973.0197
753.3204,961.65027
771.48517,957.49634
776.6071,963.41437
780.18225,972.502
780.1439,975.41125
776.38434,969.05884
770.33417,959.9156
663.8895,797.62726
507.2112,716.7669
446.43524,587.5127
503.97638,493.19498
600.54926,550.77423
672.38196,545.54584
693.51,595.3558
663.5341,589.9445
657.59766,625.9921
655.35803,647.0343
630.99506,681.6607
624.21014,689.7826
625.1488,678.1013
605.9095,667.29816
628.3924,668.7857
633.51355,680.9033
647.02057,686.85236
661.94543,698.6814
760.52014,727.57074
745.60455,716.4558
752.8824,709.40924
779.6403,696.0474
785.00616,689.91724
764.6933,683.5022
752.6714,647.07245
754.31195,657.91376
748.8073,639.99084
660.342,692.7438
753.0029,676.9679
766.4969,691.1933
770.056,694.5146
766.9036,699.3579
771.28613,700.02527
786.6754,692.5106
786.5581,692.26807
778.9867,676.2269
786.8178,684.03467
801.6293,701.6548
775.10297,686.2876
752.06854,696.1579
759.4317,691.57904
784.5147,696.3117
801.24554,688.07465
794.47906,688.3503
798.951,693.71216
800.806,698.0653
642.86597,643.6098
715.48724,638.9159
780.0719,695.41547
795.9989,693.84955
792.21655,687.87134
798.7865,685.2005
807.4382,676.0856
834.66345,679.6059
806.4164,682.4892
822.81696,694.47626
815.0402,692.7558
811.72076,690.4131
751.66895,692.778
754.271,687.5864
738.53174,689.07684
741.50146,688.43225
741.8249,682.26306
740.7855,686.2139
772.14575,675.99414
788.54205,677.90454
803.29816,674.06256
708.06537,599.1268
790.02057,650.1629
797.22095,668.09357
793.75696,671.2724
762.3684,674.1575
745.3817,672.5439
769.6278,683.9674
776.11304,685.00885
780.48346,687.24286
828.8398,692.74066
832.33075,692.3318
844.97595,695.92737
843.0954,694.9344
843.23126,693.2115
758.77124,666.77625
756.5798,686.3839
777.93274,697.0697
781.6103,689.44806
813.61584,692.3882
857.3057,677.6569
854.75415,672.7756
843.9317,702.68195
816.4001,714.58484
814.2029,800.30646
832.2977,855.57446
856.6273,922.62805
821.297,937.9619
869.7574,985.166
833.20416,976.557
808.1949,974.0339
802.2871,955.5169
797.7956,955.2638
774.0416,980.81696
799.23413,954.04535
808.80273,952.55743
810.40875,961.1714
826.8591,964.9825
809.3608,970.3081
819.27997,973.47107
811.2334,964.7129
814.31024,966.30914
812.8882,964.57135
810.6569,965.70917
797.9887,970.6327
809.3844,960.94464
819.1393,963.2892
813.81586,973.8384
815.5611,971.37354
706.0264,905.4596
737.34894,910.55365
759.12573,954.6175
756.0513,956.0346
759.6076,972.00836
762.9389,963.049
760.2785,961.0355
753.5331,954.237
747.2643,946.1097
740.8769,940.30597
748.78986,922.26874
752.9504,919.96014
763.6445,923.29755
765.3101,928.9224
762.9169,933.9446
761.6078,934.72296
784.32587,965.9891
782.3981,964.7568
784.517,968.4648
775.8342,979.63763
773.9105,984.56085
781.7452,986.6708
766.96,993.11487
782.93585,1006.7296
776.6107,1014.5003
784.8124,1014.74756
783.39716,1015.7266
786.8927,1012.65045
789.4315,1007.1845
784.0429,1007.2043
786.7886,1002.8508
790.0517,999.1506
783.94385,992.43384
784.45,987.4736
775.7202,989.6029
775.9645,985.4243
772.11536,990.2476
765.51904,985.27026
759.5777,991.35846
738.933,992.94995
734.57324,997.91675
724.9327,985.77686
711.7296,966.74945
725.4003,975.28894
700.8665,977.8729
736.4018,983.3318
731.41907,983.0539
758.7439,967.2312
771.96454,962.63544
778.01404,967.271
801.1243,925.2695
790.2605,959.225
780.89166,948.9808
596.4633,722.47375
932.953,755.1676
818.3337,798.6926
882.3277,832.6113
819.30664,861.41113
830.5167,863.53015
516.10425,645.59467
607.5758,651.8022
688.7272,638.464
692.11774,625.10596
720.9598,639.0433
753.5806,669.9338
774.332,690.8145
808.5143,710.61005
906.81665,994.94196
868.1161,953.16626
890.5756,934.29565
846.0401,929.1827
852.2407,1000.0228
811.15436,992.8093
820.82385,977.4779
815.9019,994.9672
807.9402,996.73236
797.7124,985.8209
800.9041,949.0016
783.53973,966.22784
786.46704,960.2402
780.31555,954.3622
819.25854,996.0446
826.1367,996.13324
834.16425,983.80176
819.1095,985.42725
824.1902,971.538
837.7159,987.1888
840.52374,996.7416
841.2729,999.02997
841.2843,987.694
827.242,977.80304
831.50385,970.07074
804.86084,976.28845
786.5062,980.27765
818.33813,992.88525
824.045,990.1764
753.263,973.7308
688.33,914.70526
702.7974,917.8459
706.2723,920.46924
711.29724,930.1572
758.7797,955.01776
754.4251,958.2263
782.8923,979.1091
816.60724,982.3119
817.5879,980.95337
829.1497,990.9537
825.89557,988.7676
823.53687,985.2106
815.64734,984.36206
812.90186,986.1368
819.7263,978.13837
831.7361,973.9156
801.0834,969.81134
794.1462,971.69885
810.6392,991.3079
805.4993,985.89325
808.7099,986.2652
716.4402,868.706
682.2481,861.4675
692.0971,868.14667
730.72125,931.36127
723.88885,939.54865
726.2368,938.6645
777.2542,961.23334
807.72174,999.5533
813.1076,988.62805
814.5922,992.5141
821.54816,985.79926
826.39874,985.6785
808.6345,972.8763
799.74744,976.0259
800.95026,996.67584
823.9181,993.6978
814.22906,977.446
944.1541,796.983
841.85077,795.18243
877.3891,778.52466
865.1659,795.23596
784.0427,899.56036
775.4327,1024.8427
772.6303,1005.1654
792.5056,1008.62836
802.02924,1006.0688
812.50336,1000.2514
827.5596,1001.3057
863.6926,993.7591
855.4117,981.9092
848.3093,977.88806
839.41895,976.9485
825.1705,980.06006
826.9885,983.5624
829.5362,988.27545
828.8219,987.6437
826.08844,992.2118
840.26465,990.5359
841.8994,994.0985
850.6174,995.57465
861.1754,1002.9755
865.0543,1004.43085
867.28503,1005.6467
855.6339,1000.76196
851.9783,1011.3284
853.3496,1007.7963
859.39716,1003.58014
861.77594,1004.8316
854.7253,1006.77057
846.4745,1001.68915
847.75885,1001.4917
844.5729,1002.3146
837.8263,1005.84204
829.58826,1006.3074
841.69025,1007.78845
837.2368,1008.6617
838.02905,1008.61334
829.5452,1010.3159
826.8404,1006.1967
825.64056,1007.6259
825.45593,1003.94257
825.7517,996.67053
800.2159,1000.7974
804.40704,1000.755
809.862,995.4749
809.6935,1000.05725
801.18835,1006.01654
809.9919,1010.7428
809.11804,1007.62555
816.5818,1014.30383
843.00616,1002.9277
815.51416,1002.1119
824.9606,1006.84
823.9645,1004.2364
822.04004,1002.0832
819.8887,1003.63025
819.7667,1003.9979
812.5764,993.4015
812.09204,995.9837
821.4014,998.37787
823.95264,1002.03705
820.8554,998.6605
819.86554,994.91327
816.13904,991.0852
828.26764,988.4274
825.1578,988.72455
816.70276,1002.75916
814.8973,1005.5933
823.98395,1006.0461
829.2023,998.7645
821.6546,1006.6724
809.8726,995.0032
818.0789,982.2364
822.7248,980.89514
813.70013,981.03094
791.6377,968.64874
812.9693,972.39996
775.28735,900.84814
808.4547,900.7738
825.0133,913.50745
833.581,918.1268
797.3763,896.13336
805.9811,893.6474
805.0699,893.6802
795.06256,898.94995
805.9308,900.21954
793.9828,909.5575
768.86725,903.97595
802.27905,900.04694
803.33826,897.47235
804.4632,910.3154
797.61597,915.399
794.05396,929.9516
800.0669,927.9725
800.57117,920.279
806.54474,914.82513
810.13245,920.0796
799.79266,926.6303
796.237,930.6001
766.0831,964.32434
751.10693,960.6611
736.96,965.87134
740.4058,980.64124
746.7676,1000.3817
748.7782,994.7149
772.4149,1000.87646
782.37195,1000.6796
788.10864,997.6148
753.2319,1006.60815
757.92017,1000.51666
767.37823,1003.873
771.97754,996.2713
785.8989,975.8086
777.1352,970.223
771.0816,961.94183
771.75616,864.88416
761.78424,944.85535
760.06525,961.9518
769.0626,967.30743
765.3324,962.28235
777.19366,959.75745
765.0095,949.02576
760.58185,940.1407
799.07184,948.7837
802.41876,947.58484
810.4229,937.8584
790.7524,929.25195
783.98627,920.96106
785.3105,917.5758
776.2513,919.0085
771.7139,920.42883
771.58545,919.54913
776.25397,915.58563
765.69324,914.1437
770.9917,912.73676
783.61,910.96954
778.69,911.22906
772.93695,914.513
775.7341,919.4787
779.6203,918.3027
776.3021,920.043
777.499,920.27814
776.1938,923.7518
781.78656,928.09015
787.9638,932.82324
789.5585,940.4815
793.773,942.73267
795.7976,943.4708
791.40674,945.511
786.0369,935.13763
785.0143,937.6451
788.527,933.45667
780.6252,934.6113
786.68884,940.42065
780.17975,936.83264
780.2343,929.53235
793.38367,937.63995
794.4197,937.7369
804.72003,932.70825
795.1658,928.80707
801.58417,928.8324
800.6295,927.9849
807.04126,926.2069
806.22565,925.47614
805.53864,927.1841
803.9072,930.8112
803.839,925.7996
793.1209,925.735
791.28766,929.75305
793.749,937.6038
792.50525,935.87823
782.3945,938.95
795.5558,868.0397
774.8017,876.0808
776.91656,881.4366
777.0093,889.5571
693.3213,926.4637
703.64703,944.28046
703.9326,948.8853
761.8871,886.41895
775.9629,895.277
769.7115,900.164
721.0058,950.0718
723.39124,951.1281
774.0709,897.6587
778.3934,897.5757
769.80444,903.52515
734.0255,849.61865
761.0139,893.6969
779.40344,890.0223
784.933,890.4482
780.52515,891.57904
795.309,938.7304
781.612,951.7754
787.325,952.4402
773.52203,952.10046
773.3356,953.9716
780.14136,954.42993
777.61237,949.8592
779.3541,945.8824
783.70966,944.6125
790.4246,947.15704
803.59076,938.32605
793.83246,932.0506
780.7917,921.2877
792.8528,916.48975
777.4058,920.0212
788.143,935.5622
789.2862,943.3341
780.73,948.72784
774.8029,950.06177
769.68884,951.08813
770.3488,949.0099
774.9565,951.3724
778.4731,946.7129
772.2128,946.20593
770.82275,948.1559
777.599,944.5138
775.4952,942.90314
785.4477,936.66943
785.6115,938.3849
789.4853,935.30695
777.4848,944.1229
790.9194,941.9996
769.14874,747.25885
748.1302,919.28577
762.382,926.1126
765.6032,928.6171
767.6155,933.91205
768.18945,929.3853
768.4822,931.5971
774.64716,931.04504
773.584,932.3991
784.7737,935.27014
791.2987,927.7273
789.51605,925.5446
781.8631,927.86566
786.79297,931.3203
797.9206,932.6968
791.8793,936.767
792.5297,936.9956
792.0332,936.11487
793.7149,935.54236
797.0138,938.13293
791.44135,935.83356
790.12506,932.2312
792.2843,935.039
792.236,934.236
794.62604,937.06024
793.9746,940.7917
797.1268,940.4549
797.82745,942.8862
799.3974,935.9112
789.9607,935.34106
787.5649,932.2613
783.40326,931.7583
776.6739,935.3405
786.43335,936.5692
774.62646,936.86975
783.9141,943.21155
789.6483,944.58875
772.4944,939.83606
774.8216,943.3291
777.8805,944.6115
774.7641,943.9216
766.46716,946.57153
774.0998,943.05994
774.51215,938.01666
778.43146,938.2888
764.8963,937.90515
781.37665,930.7131
775.35284,929.50885
770.7539,927.6128
778.59595,935.48267
778.9231,936.1161
787.4303,962.79083
788.3151,947.5539
788.2812,947.0704
792.4324,954.78613
726.0162,827.59216
760.6321,941.8932
775.7645,962.1009
785.9605,960.9546
770.99396,977.4687
779.69293,970.85565
779.3226,966.0508
772.12494,963.8593
775.74286,961.48645
772.2642,966.532
778.3142,968.47345
770.0758,953.8698
774.4096,949.5583
792.50055,939.3138
785.6136,935.1158
786.0584,935.1454
784.0712,927.0962
768.04083,892.8021
759.2319,902.0852
747.52277,907.02325
748.69824,915.1454
783.6249,924.61346
724.14136,953.8523
744.17255,949.4579
766.98285,930.7537
762.2886,932.9669
767.5267,941.38806
728.2816,967.3396
750.38873,912.0597
760.00964,917.14404
732.9464,941.6042
687.98486,925.1239
664.04816,915.32166
665.05304,915.56006
680.4374,910.28613
765.63855,958.335
790.55853,962.9766
731.7866,979.5346
734.80585,983.5292
780.58527,960.6458
794.7886,928.38226
677.3671,890.1669
544.82574,706.2065
412.75397,557.11035
629.63367,552.92316
701.3378,613.8186
697.7668,605.44586
692.76733,636.029
679.82153,665.4646
660.6949,684.82947
684.59467,693.8201
726.9229,709.479
753.90454,716.92053
779.48846,720.3255
777.38214,721.5938
751.4506,718.1703
736.0538,719.2403
736.6134,717.656
749.8178,710.854
785.4215,706.9865
604.5567,944.39124
604.80084,942.5248
635.7144,1007.883
632.6866,945.70013
656.8362,916.64465
669.50586,868.0286
777.1792,991.59094
784.84515,1032.6759
771.49286,1010.1062
740.27856,1042.1935
725.0331,1059.2068
730.7675,1041.1924
643.1847,904.32166
586.9819,961.95966
616.72095,917.769
630.8537,858.3293
654.6848,792.69086
709.1812,771.7435
944.513,710.5794
839.80347,737.0814
819.5041,716.2354
931.03485,834.04944
1135.538,924.8569
854.0884,795.6829
905.7126,963.33185
843.2984,941.9499
832.085,951.0978
794.9619,956.0946
770.75073,952.68555
741.4077,945.3409
720.2621,927.0451
753.58044,943.0054
744.50085,926.95667
745.737,913.64655
745.17896,904.7355
746.09644,924.44574
739.8781,901.84906
730.35175,886.6755
722.5874,886.05975
704.3599,885.0779
699.86993,882.8828
698.2373,890.18835
695.97516,908.8022
693.45734,920.6393
694.7365,933.4229
692.2671,938.5064
687.22455,937.3134
685.90845,952.49945
689.75354,951.3216
696.65955,950.97455
715.74243,929.24634
690.80225,1002.96515
681.63715,993.8678
665.4556,1017.047
683.443,990.0497
804.54785,853.78827
765.9026,837.5085
790.8524,870.73944
777.9286,881.33276
766.4097,895.28076
770.5498,919.6821
757.74084,894.6534
750.3968,900.04895
758.4051,914.83026
728.1999,895.0953
662.9523,911.6925
