x,y
770.46155,855.70953
764.6381,851.11
739.0234,854.5911
735.9657,846.9405
725.3841,841.3958
710.24084,839.06934
706.57434,830.53467
690.8069,839.6652
675.88086,832.84015
672.8785,829.46716
675.6215,829.8711
678.7485,824.41425
683.338,820.0761
694.5833,834.1414
687.12476,828.5158
681.1905,825.5527
680.165,813.4546
675.1493,800.29065
669.9322,793.1741
684.1501,806.8582
686.8582,808.5012
682.62604,789.7407
687.68945,787.7265
712.7583,711.39606
720.24976,875.56177
768.5985,750.8463
750.0633,799.4386
796.7565,854.57623
556.81354,717.17267
686.0293,869.1239
302.37378,943.81146
357.9797,924.2924
340.57034,924.24945
354.1057,886.9246
397.08502,849.96704
428.46292,855.2876
450.18362,872.14514
458.88528,882.57587
563.6481,837.4483
527.32776,837.19183
463.44812,848.25757
452.21918,837.41626
433.59216,834.02466
425.1853,842.7917
659.73627,755.2361
863.69116,769.8179
1170.5016,770.6306
1207.8998,865.7001
1004.41156,855.3446
867.7241,861.6779
804.8531,857.45874
771.4176,876.111
786.1964,892.88275
759.3922,898.61554
742.8821,914.40686
715.2758,940.57666
704.28107,928.4809
690.80206,959.8802
713.50757,848.2262
709.4029,802.5814
708.5726,816.91925
654.4324,1023.62976
644.8941,861.67017
666.0874,895.3366
669.3751,898.95624
663.79346,892.38104
691.8827,898.44836
718.92957,902.3598
735.6335,891.97455
751.19836,883.2628
743.0504,882.9351
730.57294,872.57654
744.9807,883.1016
706.14355,809.8607
716.6546,830.1504
731.0478,842.51855
739.9104,851.4479
780.05505,847.3172
776.18475,855.70233
806.1047,888.4895
799.66644,883.38226
802.0513,868.79517
806.2241,856.81616
810.4489,861.5159
812.24097,842.23016
808.2125,860.2177
805.4372,858.08
803.02075,861.5068
802.2155,845.5699
796.36285,860.10565
793.3083,855.6317
800.44977,844.5902
789.8255,867.5776
786.3891,855.4806
797.5959,832.6108
778.4196,854.21747
775.9508,828.5829
778.0856,851.4507
767.957,844.73816
780.6347,824.3104
773.69446,824.38055
762.5443,837.5536
779.5634,842.587
784.8641,807.1965
767.37476,791.8451
811.0479,762.8473
798.5806,772.01306
806.8394,767.6957
799.6,761.1164
791.6094,768.6093
841.9975,763.2421
743.41626,788.3831
740.9114,781.3725
719.6676,790.86804
721.717,805.1741
710.7139,799.4771
724.7846,792.7935
711.0893,792.56445
707.13354,794.29083
692.3796,786.53217
680.07153,792.85876
650.7584,799.65875
657.4071,787.0802
656.7281,783.70966
643.7282,781.5066
650.07025,795.463
656.5517,789.9237
666.9876,820.2473
661.0808,814.4366
662.7335,808.3359
657.9114,801.8526
657.9826,796.5337
659.2553,800.531
652.667,800.8529
642.0776,786.18396
651.83813,787.1559
647.7247,789.2724
650.83685,794.35974
650.0248,780.066
648.5018,783.14514
651.3041,788.52075
646.7194,781.373
643.0383,762.2213
647.27234,784.9697
651.71954,784.5567
655.1193,803.78467
655.3896,787.65314
651.4093,798.2173
652.404,789.3677
666.61523,789.4282
673.4813,793.3575
672.6282,775.4521
675.0317,810.5845
665.6769,788.51495
651.6078,787.9233
641.0015,788.727
646.6673,794.5434
650.0165,771.1145
631.46265,764.8681
645.59845,795.163
648.0193,783.46136
659.8566,794.50146
662.8076,793.0003
660.4326,776.0569
672.7458,784.70776
672.4701,789.29315
676.6937,767.3431
667.3395,767.0998
657.78784,758.055
659.07916,766.0398
656.24,765.0283
659.2376,765.23364
658.0438,764.55457
658.7943,769.2927
660.7323,770.19275
667.2636,767.7966
653.38043,749.9852
700.93286,818.6541
647.25226,798.91547
659.19836,776.99274
664.5907,773.13806
669.7739,767.1625
670.2971,805.68805
662.75275,804.0397
671.4432,776.96027
668.54047,783.25696
680.3954,784.9859
685.58,788.6622
690.5644,790.9614
686.88873,780.7692
681.8971,787.4577
679.86053,793.5371
683.8269,784.5298
680.7435,784.75146
688.5763,792.7342
662.6615,771.4342
660.57245,781.25684
670.26575,772.44684
676.45776,781.5061
676.55786,784.5594
685.99414,800.50714
700.5171,812.14014
707.39264,783.6687
721.8408,793.86993
725.9076,776.6383
713.12524,753.9133
724.243,741.9411
699.1512,786.4058
679.6682,804.5104
690.0738,807.3182
693.52734,831.27985
692.2034,809.89075
692.1825,815.6116
694.5888,810.87695
696.4482,817.79144
694.967,818.68744
695.7473,817.0499
690.6622,814.7851
678.6642,739.3845
721.1112,871.1437
666.0902,844.6789
664.6529,783.2885
667.62195,805.1788
665.71436,787.20514
672.8269,797.75275
671.6649,799.22296
694.8968,811.1372
692.8908,814.333
695.216,810.0103
684.91675,799.27783
686.6655,798.3553
674.63586,794.33167
689.8936,798.3568
713.41174,754.03986
678.69244,784.16144
665.39886,771.2569
663.8318,756.6028
662.7367,780.9309
655.198,766.04486
656.0232,800.1024
670.8063,794.3463
713.71246,804.41864
716.84906,804.30426
716.24567,778.57904
723.36554,782.25415
733.5024,782.407
727.81555,765.3961
728.51044,766.37897
713.48206,790.80853
715.322,785.36273
711.22754,776.8866
714.6637,776.93524
721.81464,769.25116
711.52686,778.4508
718.41406,772.30817
741.0657,737.4085
719.37225,762.48956
735.24677,756.2457
719.717,768.32446
717.39813,760.0157
723.9732,757.8061
718.14484,737.084
712.6238,763.70105
717.475,769.89154
717.7815,786.3583
724.58636,777.9007
741.8197,758.55725
721.6755,772.49695
734.13965,791.1729
726.958,778.054
731.9639,774.40204
727.19543,771.48486
730.0046,782.52344
727.4051,780.649
731.0874,735.75006
734.97943,762.11176
739.23944,769.90424
753.522,809.8367
800.05646,774.657
787.7233,792.62646
755.326,809.6901
807.47955,720.4208
773.5253,717.80646
794.2154,710.6085
804.75635,721.40576
771.42914,703.43774
789.3822,705.2943
806.3608,663.7394
860.8796,640.0448
906.1902,678.6539
908.017,697.226
855.3677,717.5694
862.303,719.46423
892.58856,693.5328
865.0491,718.78516
848.25305,701.26025
875.2491,708.5385
828.9,712.094
737.07104,743.55853
775.0805,744.43787
823.01184,730.5064
799.6152,761.69946
841.36,741.11285
812.317,742.03625
763.7146,756.6829
753.55365,770.2287
754.4432,778.56085
764.038,795.8723
711.4129,849.69666
718.964,836.1154
713.00696,830.7814
704.2153,799.2239
728.33997,816.0052
707.4636,805.41595
699.79364,823.42664
701.51514,797.1191
697.99664,795.69257
720.70966,773.69
713.0259,792.22864
745.8432,761.4144
752.47644,785.0278
769.19073,784.31366
762.19794,768.87714
757.6886,754.79565
765.4141,802.8671
785.1928,760.57196
784.1265,763.233
805.1356,780.98035
809.8471,801.4837
813.4846,796.6398
818.2094,775.358
810.2168,779.7175
839.33386,781.8177
807.34546,800.2041
798.9875,811.6255
781.5889,774.3059
780.1081,809.4289
776.9819,772.5916
792.0937,754.524
789.2389,782.5668
798.0027,795.251
791.7987,826.81934
797.0984,825.2246
791.609,828.9325
769.2967,849.9024
759.39905,743.5587
782.14746,995.9564
812.01953,824.3972
819.27594,795.709
797.9722,887.25586
761.4986,890.44666
737.4643,889.7854
736.5935,895.9601
746.02795,879.5086
812.3702,889.7835
819.5051,871.4577
745.1017,889.11584
768.8136,893.1746
762.06366,869.5067
775.66614,836.65247
768.4148,833.0093
732.7583,864.8
743.9066,835.12146
750.2994,841.798
756.71954,842.88794
751.5163,837.93896
751.76685,839.9257
753.5492,832.9177
753.37085,822.0894
745.3233,823.89844
732.92615,809.87146
753.5461,795.3129
760.4382,801.7932
766.2575,783.0693
757.16534,798.6725
750.53326,798.08496
772.4282,798.0462
773.67523,819.14923
786.0713,795.68524
783.25977,798.9555
780.01636,780.4572
764.81104,890.5106
743.50446,846.4133
770.1994,730.73535
782.6757,724.59485
748.0377,769.49
734.054,821.37427
763.0697,820.7491
738.1912,786.02075
784.6409,768.56024
784.0828,797.7847
766.91235,823.3858
762.9176,810.1531
781.14856,818.6057
774.5423,804.50555
783.7469,779.1358
765.4075,787.0483
769.7691,759.60077
767.1559,776.09534
750.8579,769.1612
744.2385,779.0939
741.2496,781.24066
741.43634,753.8528
737.3983,761.1016
754.1798,748.7689
758.9969,772.63965
757.2297,755.87634
746.48865,759.26587
751.7374,790.4871
784.7286,760.041
823.98425,718.7612
823.99207,752.6455
834.9166,760.8766
771.53265,808.352
763.8145,828.5043
795.204,797.56335
787.5916,791.0675
785.0498,760.103
792.2513,767.5138
840.72815,728.8821
782.78894,763.82983
780.9646,749.6152
792.7971,757.12366
794.3894,753.74036
754.4795,798.5367
703.3569,825.1281
742.0796,842.12213
792.3766,803.48676
752.3484,819.879
740.08777,839.6095
750.6319,799.4442
769.9049,783.47284
770.1563,788.08203
779.8187,772.3797
774.22174,810.48987
765.3976,821.76746
727.53674,838.94165
739.70276,835.1613
732.6584,865.7047
808.29913,837.3713
772.88165,828.42487
781.2855,832.4354
810.7437,798.4161
774.2072,804.786
813.78754,756.07446
769.3575,789.0289
772.60455,764.3639
767.0269,802.1496
774.8368,816.31036
723.02234,833.194
733.5119,818.1168
732.6947,794.3538
768.2444,802.78986
771.17334,788.57465
752.4947,791.9703
730.1409,779.1935
719.6924,764.5404
702.1252,739.8947
692.1172,711.8792
699.49426,709.65234
683.5381,760.6317
729.79736,815.2221
722.90247,836.1789
724.4666,799.5968
744.4048,799.47003
752.43463,787.8724
728.25525,793.2237
728.74615,784.3393
723.2045,801.3211
731.27625,799.11957
753.85645,881.91235
719.92285,905.36017
724.643,782.364
761.6118,770.6454
751.585,809.0761
752.59766,816.1496
814.93713,806.84326
764.3414,829.5516
770.9913,830.1278
742.77966,831.79065
723.25684,828.33734
714.6759,817.09766
734.06287,812.1099
735.89325,802.428
739.9969,799.08203
755.89667,811.4525
791.5102,750.2404
799.0595,754.8237
742.84094,832.8568
776.166,877.161
775.364,885.4943
732.25146,856.8741
748.1252,860.55145
726.8349,820.67194
789.2331,882.31885
789.94025,874.72284
779.3708,887.4179
721.474,870.0355
778.70605,809.2166
813.64923,791.0309
770.055,794.9247
747.0844,809.75146
743.5436,833.56415
741.8617,824.45575
731.3734,856.5256
713.28516,867.1909
698.4539,881.9496
699.1428,884.3665
699.9982,883.9875
705.57654,880.8556
697.24194,895.3652
717.1603,881.7183
716.0718,871.4379
705.1519,874.04877
683.7672,876.00793
697.734,878.77515
693.42975,873.7911
700.04785,866.99084
687.60596,873.49835
772.6018,940.31
699.9525,734.3549
690.4286,844.25806
693.14215,847.1586
681.8035,858.6653
681.4808,843.1004
681.74945,845.88556
673.61774,838.1379
673.98126,817.98517
712.77386,868.73627
854.9884,807.5054
814.5814,811.6177
804.1676,828.17456
728.34045,854.9785
775.19073,833.85223
753.12726,839.00885
770.8421,834.1096
804.08356,831.79987
765.26666,829.58496
706.1365,856.94464
735.99695,842.89276
717.6414,850.0351
715.4229,852.5729
743.7327,845.1433
767.6085,820.7306
763.74506,816.113
752.289,823.3514
754.5889,820.8878
735.7744,846.67163
722.50275,847.68146
731.27246,834.284
726.7246,825.8252
707.35,843.64343
734.56146,847.0934
770.61926,820.75885
787.3218,815.05
770.0028,821.1945
753.21185,829.19885
725.64,851.1558
696.293,847.607
698.6523,839.5132
707.83325,840.3757
720.9676,835.8043
712.7375,846.14777
701.4688,839.90985
698.56195,858.40955
696.61816,853.6357
696.94824,858.924
707.8505,863.9861
740.35034,816.71606
739.58203,823.6103
744.6293,843.69037
745.963,844.3394
739.709,848.19904
737.4486,855.3411
717.0996,849.81177
730.91504,864.4097
735.84436,825.32227
769.2715,812.69885
752.42053,823.59454
751.0276,825.75183
764.248,813.06024
742.8943,821.6844
724.42267,833.9475
739.1188,835.8087
755.99396,812.55707
772.42395,790.5222
764.0631,813.84454
781.35925,804.06494
776.18823,802.69293
774.35626,804.5063
763.35974,819.7711
719.2745,815.38477
714.0295,817.6361
710.71783,830.91284
702.1853,830.1081
707.85236,819.7034
703.5422,861.33
686.4566,843.11597
687.7092,821.00354
779.5883,798.1482
764.90784,776.4315
687.7499,863.52997
693.67224,866.9759
693.572,862.8237
693.8436,856.6029
694.56946,868.28595
762.3146,863.2768
690.4981,735.3884
719.25885,825.8598
696.0428,851.3975
855.85724,771.8411
783.5929,832.2882
777.1662,810.8018
735.9643,840.4212
731.38837,828.8096
732.4121,833.6361
772.73645,789.79663
755.42053,775.8757
750.2617,791.76953
744.8859,761.92523
745.47064,763.6071
738.3069,753.61884
748.20264,747.4235
779.6468,722.5624
770.42645,701.8468
762.8228,718.36584
752.5201,753.99207
763.1766,748.38904
771.2276,736.4677
739.9322,737.2824
776.8669,686.27704
744.3384,708.0793
750.6565,708.8113
776.8113,717.3095
773.65924,710.5641
773.02045,717.5191
772.7886,721.13794
801.79663,732.83685
764.6475,748.34143
728.9916,784.8334
796.25507,772.07324
723.10895,827.15735
712.5295,847.1343
704.4202,856.49567
703.1214,854.41064
703.0168,844.92944
702.4226,843.1789
702.6753,843.50183
699.7227,843.86597
693.09674,833.6197
718.3245,845.56305
742.26697,829.6326
746.4141,801.52673
781.81244,784.2287
760.63745,811.59424
766.35364,803.0866
814.06085,784.1176
775.97577,791.1459
736.976,809.53503
754.5973,808.76575
733.8904,828.7055
732.1971,829.24414
722.89557,840.8803
744.7587,815.5223
714.85504,850.3705
705.6919,861.48114
707.4928,861.756
707.7022,864.4096
711.7046,863.31366
702.50476,846.7928
709.4186,834.79236
702.5767,794.09796
697.4097,807.1832
689.4038,832.79407
683.97675,816.6197
680.86304,817.7724
678.5152,805.0395
697.8819,801.987
692.6713,808.03076
700.26575,804.54974
707.5724,805.75134
710.21954,813.1976
713.0368,806.94366
709.74915,799.5797
714.8344,789.29193
716.47864,792.16516
713.8823,789.35175
713.027,793.3725
718.8467,795.6039
722.08246,807.73645
727.6453,812.99615
654.0406,854.89484
657.3808,841.3739
676.7023,834.5485
682.2704,832.7594
692.43665,821.8076
705.807,828.467
762.6421,820.13916
781.7872,812.4095
798.16034,808.5691
786.22235,804.6199
755.6762,813.3009
758.686,814.81696
774.3691,797.946
751.0113,816.9441
708.7918,818.16064
712.86865,828.55145
707.2912,810.7298
709.173,810.30206
713.76587,822.0237
698.33813,809.938
700.14294,813.23584
693.9707,808.7467
700.34546,803.2653
688.7632,796.9902
686.5869,802.8775
686.7647,803.8996
709.82745,833.2253
789.43506,821.602
767.8446,838.1659
767.7216,835.7431
737.7236,796.4066
738.9611,806.8217
758.9642,802.18976
758.0162,804.2169
835.5408,781.6408
966.1726,691.16956
957.28644,722.2997
846.31305,721.57935
795.6482,688.30566
751.46814,686.13934
717.26587,678.5256
695.5615,705.9143
693.3694,700.12006
715.68506,595.3496
704.9823,682.7102
702.372,685.40155
722.1622,683.2471
738.65424,681.72455
766.72754,680.1807
788.13916,668.6106
790.8731,665.32965
805.7712,670.28595
811.78436,670.8779
848.58453,665.6781
853.3279,665.27026
885.12744,677.98444
878.5778,670.98773
776.79535,672.58295
788.0165,672.4577
777.44763,672.73944
678.7356,737.34656
705.8501,830.82904
694.5246,837.79694
705.0069,863.4884
680.7019,878.20844
643.2263,851.1582
643.17523,852.5577
647.24133,853.4996
635.9646,855.3155
787.30096,711.2572
761.6234,721.99994
777.37354,699.30096
763.8619,714.0572
764.1819,712.9158
761.1399,708.67816
777.6155,702.6332
777.01385,700.08765
797.0053,705.01276
789.1829,706.22974
788.2877,713.93884
782.9404,715.8373
780.00415,721.8983
781.81665,729.38513
813.0658,732.51514
823.09985,734.9379
834.4105,742.14197
831.7008,749.101
813.5557,689.8615
503.11823,719.2571
622.8035,776.993
536.25323,776.0733
445.40863,847.7026
498.45682,879.2286
558.2028,882.57574
573.8381,869.8116
708.32697,879.6032
739.9679,856.4984
696.3041,854.52185
683.17303,828.60724
618.0103,819.7228
618.6647,816.156
626.14386,812.56226
734.0809,840.66736
745.1442,833.654
742.44684,811.7553
772.8634,812.8585
791.9845,826.2939
755.02423,831.08264
696.9173,838.62213
753.5976,821.8312
727.12683,831.34717
773.781,779.2371
809.4672,736.5505
774.4852,756.4865
759.7066,751.6025
759.9608,806.9774
785.11584,791.0859
706.2555,760.1528
815.5559,732.74896
637.7974,777.02295
613.62494,707.88416
630.56335,689.3059
564.9049,801.12756
565.82104,791.1649
577.4381,800.3872
650.12463,775.2597
651.10834,777.9843
654.541,788.7934
602.4585,781.5407
581.3885,791.1375
579.40906,793.0246
576.77295,791.8316
593.4448,804.762
598.54553,805.93915
602.67096,802.0861
601.34375,788.83777
604.4047,781.09937
607.6094,784.4912
616.86926,780.18365
622.85126,783.4124
631.55975,783.90137
642.44855,784.00183
634.409,782.77277
623.04834,783.47736
601.86395,790.3025
602.2979,784.20465
601.4132,792.5941
597.61194,791.09546
596.4099,797.03394
597.6537,797.87195
600.9903,801.5385
602.83997,796.9991
600.83234,807.0764
593.9558,802.57263
594.5346,806.2535
590.2478,801.2639
591.42944,799.32825
589.7609,799.61206
575.6418,797.17694
574.7802,795.07196
574.50806,794.26044
570.1616,793.46625
1096.7987,670.5472
544.6473,780.619
554.41614,782.037
545.0531,785.2547
547.00085,783.4723
536.3208,794.2687
557.5918,795.00464
581.67645,792.7373
611.9969,788.48846
634.67566,795.7657
618.17206,799.3386
570.35834,815.687
588.0298,804.716
613.86316,786.3902
611.6524,790.2373
565.2208,817.17993
565.78375,814.43976
562.8352,815.87115
603.8884,795.2958
608.11597,795.8729
607.00433,793.22253
604.0361,792.81976
699.9236,833.39813
698.4383,824.1474
695.96313,818.42957
689.78845,819.8013
689.5426,816.34924
703.6647,821.1001
697.8539,821.62286
699.82965,819.0022
646.5083,800.7628
640.16705,790.26984
771.9521,717.89417
634.0113,804.046
634.74066,795.64795
619.97186,795.5444
645.8027,870.2668
628.25366,861.73505
617.24347,849.404
612.7761,854.96814
610.4913,800.41235
604.77155,795.9571
568.08734,811.5755
568.9387,803.0666
575.2692,807.8458
622.0888,777.7554
632.4929,784.4303
619.41595,804.3362
688.57996,855.87317
652.1806,858.7698
716.40924,840.0903
683.1889,846.6184
697.26404,819.00745
644.20135,826.0957
657.55457,842.0539
670.9505,843.6722
673.93604,853.4089
782.9914,838.4596
698.4364,672.1229
705.2688,672.8369
670.2396,733.6112
754.03766,712.3323
787.7503,769.6599
758.4364,757.0431
802.26935,964.4675
750.73755,834.8258
879.8737,856.97955
836.0668,735.8853
792.5033,744.48914
859.7382,759.73254
838.2712,986.3758
727.7158,932.5545
736.2949,849.8094
759.7252,713.8104
772.4722,663.9371
776.38855,712.6314
881.0711,731.0428
909.6185,723.5402
1034.6866,724.51306
1051.9128,736.4437
848.0338,860.2471
848.9051,806.3791
699.5644,820.19116
761.1899,759.61017
695.32654,769.86456
752.3399,764.29834
830.0238,631.7064
873.1007,644.717
846.0301,818.29333
848.40784,784.81445
826.3822,807.11847
821.2776,823.4171
812.9875,798.80457
854.3772,844.82446
806.5962,783.0552
784.9949,778.46185
808.38025,726.927
686.8597,688.9963
731.5264,641.772
725.4146,626.41986
743.1387,638.7744
709.85095,623.6656
735.6041,613.8045
720.3133,591.4892
694.9839,655.7662
738.8878,676.80634
699.2891,661.9002
781.95807,640.9658
741.69,668.42883
776.84094,674.2124
739.34265,652.144
831.7538,648.5345
824.58234,669.225
853.5559,670.2178
864.4545,684.09344
881.09973,658.8545
892.7899,658.64545
806.2396,641.4863
843.58386,658.12897
816.3794,657.9726
821.16785,644.4754
787.48645,634.4735
792.6598,615.8789
833.1022,674.64716
800.1549,669.8918
846.4139,640.40515
827.6218,639.1757
776.26306,636.19214
824.9413,646.26855
833.41046,653.7854
801.6497,642.91693
769.39594,630.1278
815.2569,633.1645
823.4928,642.957
857.2922,687.2628
888.08594,671.01776
877.5124,658.42114
815.50885,659.5135
885.8769,655.7579
937.76044,688.87305
710.04645,719.83777
720.5776,943.89685
881.8776,680.30524
911.90137,743.64404
934.4662,776.7424
913.8538,803.95386
790.81805,826.4409
779.63464,813.9271
770.63513,831.4303
836.71564,806.98956
799.9121,825.1304
798.5099,812.8562
799.2172,802.4447
773.5331,813.6547
801.0861,824.99506
815.6042,818.1908
832.133,799.8916
821.61334,819.54706
866.03296,803.5351
853.721,815.6963
946.68365,800.1789
864.67615,807.9485
850.43317,803.365
849.81555,815.8579
879.35736,809.2099
937.04016,798.82074
916.3748,791.7499
943.07196,784.8627
877.51965,799.7653
846.8734,796.3917
893.6648,790.0925
891.5345,790.0918
965.86584,784.11084
867.66486,784.8294
874.8126,778.4416
910.12317,797.3361
972.0476,772.8733
953.26385,766.00507
934.9562,784.1704
882.92816,788.85614
906.3205,770.15955
892.4657,777.1277
923.00085,768.8605
905.68286,779.1235
939.2711,767.30853
963.75134,773.2637
898.4949,776.5648
914.809,769.68317
920.1881,754.21796
953.6291,745.3839
931.2872,745.1471
889.984,743.2631
873.2114,748.3617
926.1351,690.06134
944.4351,710.5855
910.3043,711.70306
928.0913,715.64417
945.49194,723.062
899.1474,720.49084
889.36176,711.7279
921.7512,700.7689
894.9556,711.9963
913.5372,712.68463
911.43555,716.5608
714.0784,658.2274
751.6307,682.15753
727.4516,695.09564
967.8751,688.7288
961.9079,700.4722
886.8551,706.9837
808.5211,698.7245
783.3081,690.27954
834.43164,700.00073
867.049,709.0245
843.0491,701.92316
895.2121,660.24176
809.29333,721.92926
796.19385,725.2968
814.19946,731.7763
822.2853,722.4157
826.80414,732.2585
831.6249,747.66534
827.5425,744.7638
805.57007,715.2927
